"Size_class","id","year","month","day","fhours","depth","sst","lon","lat","catch"
"large","AF_MD_19960721_110203",1996,7,21,7,-22.9,21.67,-74.75,38.0833333333333,0
"small","AF_MD_19960721_110206",1996,7,21,6,-30.5,22.22,-74.8666666666667,37.6833333333333,1
"large","AF_MD_19960721_110206",1996,7,21,6,-30.5,22.22,-74.8666666666667,37.6833333333333,0
"small","AF_MD_19960721_110211",1996,7,21,8,-24.4,22.22,-74.75,38.0833333333333,1
"large","AF_MD_19960721_110211",1996,7,21,8,-24.4,22.22,-74.75,38.0833333333333,0
"small","AF_MD_19960721_110212",1996,7,21,7,-30.5,22.78,-74.8333333333333,37.6833333333333,4
"large","AF_MD_19960721_110212",1996,7,21,7,-30.5,22.78,-74.8333333333333,37.6833333333333,0
"small","AF_MD_19960721_110214",1996,7,21,7,-38.1,20,-74.8666666666667,37.6833333333333,4
"large","AF_MD_19960721_110214",1996,7,21,7,-38.1,20,-74.8666666666667,37.6833333333333,0
"small","AF_MD_19960725_210101",1996,7,25,4,-32,23.33,-74.75,38.0833333333333,9
"large","AF_MD_19960725_210101",1996,7,25,4,-32,23.33,-74.75,38.0833333333333,0
"small","AF_MD_19960725_210102",1996,7,25,7,-30.5,22.78,-74.75,38.0833333333333,6
"large","AF_MD_19960725_210102",1996,7,25,7,-30.5,22.78,-74.75,38.0833333333333,0
"small","AF_MD_19960725_210103",1996,7,25,6,-27.4,22.22,-74.8333333333333,37.6666666666667,1
"large","AF_MD_19960725_210103",1996,7,25,6,-27.4,22.22,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960725_210104",1996,7,25,7,-27.4,21.67,-74.8333333333333,37.6666666666667,2
"large","AF_MD_19960725_210104",1996,7,25,7,-27.4,21.67,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960725_210105",1996,7,25,7,-29,22.22,-74.2833333333333,38.1,1
"large","AF_MD_19960725_210105",1996,7,25,7,-29,22.22,-74.2833333333333,38.1,0
"small","AF_MD_19960730_210101",1996,7,30,4,-25.9,23.33,-74.8333333333333,37.6666666666667,4
"large","AF_MD_19960730_210101",1996,7,30,4,-25.9,23.33,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960730_210102",1996,7,30,5,-25.9,23.89,-74.8333333333333,37.6666666666667,6
"large","AF_MD_19960730_210102",1996,7,30,5,-25.9,23.89,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960730_210103",1996,7,30,2,-30.5,23.33,-74.8333333333333,37.6666666666667,7
"large","AF_MD_19960730_210103",1996,7,30,2,-30.5,23.33,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960730_210104",1996,7,30,5,-27.4,23.89,-74.8333333333333,37.6666666666667,3
"large","AF_MD_19960730_210104",1996,7,30,5,-27.4,23.89,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960730_210105",1996,7,30,8,-32,23.33,-74.8333333333333,37.6666666666667,1
"large","AF_MD_19960730_210105",1996,7,30,8,-32,23.33,-74.8333333333333,37.6666666666667,0
"small","AF_MD_19960810_110806",1996,8,10,7,-24.4,22.78,-74.75,38.0833333333333,3
"large","AF_MD_19960810_110806",1996,8,10,7,-24.4,22.78,-74.75,38.0833333333333,0
"small","AF_MD_19960810_110808",1996,8,10,7,-30.5,23.89,-74.2833333333333,38.1,5
"large","AF_MD_19960810_110808",1996,8,10,7,-30.5,23.89,-74.2833333333333,38.1,0
"small","AF_MD_19960812_210301",1996,8,12,8,-36.6,23.33,-74.75,38.0833333333333,1
"large","AF_MD_19960812_210301",1996,8,12,8,-36.6,23.33,-74.75,38.0833333333333,0
"small","AF_MD_19960816_110505",1996,8,16,7,-30.5,23.33,-74.8333333333333,37.3333333333333,3
"large","AF_MD_19960816_110505",1996,8,16,7,-30.5,23.33,-74.8333333333333,37.3333333333333,0
"small","AF_MD_19960908_110402",1996,9,8,8,-36.6,23.89,-74.2833333333333,38.1,1
"large","AF_MD_19960908_110402",1996,9,8,8,-36.6,23.89,-74.2833333333333,38.1,0
"small","AF_MD_19960920_110204",1996,9,20,8,-50.3,21.11,-74.2833333333333,38.1,2
"large","AF_MD_19960920_110204",1996,9,20,8,-50.3,21.11,-74.2833333333333,38.1,0
"small","AF_MD_19961002_210103",1996,10,2,8,-188.4,20,-73.8333333333333,38.2333333333333,1
"large","AF_MD_19961002_210103",1996,10,2,8,-188.4,20,-73.8333333333333,38.2333333333333,0
"small","AF_NY_19930730_110301",1993,7,30,8,-6.7,NA,-71.5833333333333,40.8333333333333,1
"large","AF_NY_19930730_110301",1993,7,30,8,-6.7,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930908_211801",1993,9,8,8,-7.3,NA,-71.5833333333333,40.8333333333333,8
"large","AF_NY_19930908_211801",1993,9,8,8,-7.3,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930915_212001",1993,9,15,11,-6.7,NA,-71.5833333333333,40.8333333333333,6
"large","AF_NY_19930915_212001",1993,9,15,11,-6.7,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930921_211901",1993,9,21,5,-5.8,NA,-71.5833333333333,40.8333333333333,20
"large","AF_NY_19930921_211901",1993,9,21,5,-5.8,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930922_211501",1993,9,22,8,-6.4,NA,-71.5833333333333,40.8333333333333,8
"large","AF_NY_19930922_211501",1993,9,22,8,-6.4,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930923_212002",1993,9,23,4,-6.7,13.89,-71.5833333333333,40.8333333333333,13
"large","AF_NY_19930923_212002",1993,9,23,4,-6.7,13.89,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930923_212003",1993,9,23,8,-6.1,NA,-71.3666666666667,40.0333333333333,5
"large","AF_NY_19930923_212003",1993,9,23,8,-6.1,NA,-71.3666666666667,40.0333333333333,0
"small","AF_NY_19930923_212004",1993,9,23,8,-6.4,NA,-71.5833333333333,40.8333333333333,8
"large","AF_NY_19930923_212004",1993,9,23,8,-6.4,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19930924_110701",1993,9,24,5,-6.7,NA,-71.5833333333333,40.8333333333333,3
"large","AF_NY_19930924_110701",1993,9,24,5,-6.7,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19931006_211002",1993,10,6,8,-6.4,30,-71.5833333333333,40.8333333333333,3
"large","AF_NY_19931006_211002",1993,10,6,8,-6.4,30,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19931018_211001",1993,10,18,7,-5.8,NA,-71.5833333333333,40.8333333333333,2
"large","AF_NY_19931018_211001",1993,10,18,7,-5.8,NA,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19990717_110301",1999,7,17,8,-54.9,20.56,-71.5833333333333,40.8333333333333,1
"large","AF_NY_19990717_110301",1999,7,17,8,-54.9,20.56,-71.5833333333333,40.8333333333333,0
"small","AF_NY_19990827_110701",1999,8,27,2,-51.8,23.33,-71.1666666666667,41.25,0
"large","AF_NY_19990827_110701",1999,8,27,2,-51.8,23.33,-71.1666666666667,41.25,1
"small","AF_RI_19970817_110501",1997,8,17,7,-54.9,20.56,-71.1666666666667,41.0833333333333,2
"large","AF_RI_19970817_110501",1997,8,17,7,-54.9,20.56,-71.1666666666667,41.0833333333333,0
"small","AF_RI_19970827_210101",1997,8,27,6,-30.5,19.44,-69.5833333333333,41.1666666666667,2
"large","AF_RI_19970827_210101",1997,8,27,6,-30.5,19.44,-69.5833333333333,41.1666666666667,0
"small","AF_RI_19970920_110201",1997,9,20,5,-30.5,19.44,-71.5,41.0833333333333,3
"large","AF_RI_19970920_110201",1997,9,20,5,-30.5,19.44,-71.5,41.0833333333333,0
"small","AG_CT_19970815_310301",1997,8,15,8,-39,20.56,-71.9166666666667,40.8333333333333,1
"large","AG_CT_19970815_310301",1997,8,15,8,-39,20.56,-71.9166666666667,40.8333333333333,0
"small","AG_DE_19960627_210301",1996,6,27,10,-48.8,22.78,-74.3333333333333,38.5,1
"large","AG_DE_19960627_210301",1996,6,27,10,-48.8,22.78,-74.3333333333333,38.5,0
"small","AG_DE_19960719_110501",1996,7,19,8,-36.6,21.11,-74.25,38.0833333333333,4
"large","AG_DE_19960719_110501",1996,7,19,8,-36.6,21.11,-74.25,38.0833333333333,0
"small","AG_DE_19960724_210402",1996,7,24,6,-42.7,21.67,-74.25,38.0833333333333,1
"large","AG_DE_19960724_210402",1996,7,24,6,-42.7,21.67,-74.25,38.0833333333333,0
"small","AG_DE_19960724_210404",1996,7,24,10,-45.7,21.11,-74.25,38.0833333333333,1
"large","AG_DE_19960724_210404",1996,7,24,10,-45.7,21.11,-74.25,38.0833333333333,0
"small","AG_DE_19960809_110501",1996,8,9,5,-38.1,23.33,-74.25,38.0833333333333,5
"large","AG_DE_19960809_110501",1996,8,9,5,-38.1,23.33,-74.25,38.0833333333333,0
"small","AG_DE_19960809_110503",1996,8,9,8,-36.6,23.33,-74.25,38.0833333333333,1
"large","AG_DE_19960809_110503",1996,8,9,8,-36.6,23.33,-74.25,38.0833333333333,0
"small","AG_DE_19960809_110504",1996,8,9,7,-182.9,22.78,-74,37.75,2
"large","AG_DE_19960809_110504",1996,8,9,7,-182.9,22.78,-74,37.75,0
"small","AG_MD_19960621_110901",1996,6,21,6,-38.1,19.44,-74.25,38.0833333333333,1
"large","AG_MD_19960621_110901",1996,6,21,6,-38.1,19.44,-74.25,38.0833333333333,0
"small","AG_MD_19960621_110903",1996,6,21,8,-38.1,23.33,-74.25,38.0833333333333,5
"large","AG_MD_19960621_110903",1996,6,21,8,-38.1,23.33,-74.25,38.0833333333333,0
"small","AG_MD_19960628_110301",1996,6,28,7,-29.3,21.67,-74.7,38.2166666666667,1
"large","AG_MD_19960628_110301",1996,6,28,7,-29.3,21.67,-74.7,38.2166666666667,0
"small","AG_MD_19960628_110302",1996,6,28,8,-36.6,21.67,-74.4166666666667,38.25,1
"large","AG_MD_19960628_110302",1996,6,28,8,-36.6,21.67,-74.4166666666667,38.25,0
"small","AG_MD_19960628_110304",1996,6,28,7,-36.6,21.11,-74.25,38.0833333333333,2
"large","AG_MD_19960628_110304",1996,6,28,7,-36.6,21.11,-74.25,38.0833333333333,0
"small","AG_MD_19960706_110202",1996,7,6,6,-36.6,22.22,-74.6666666666667,38.0833333333333,1
"large","AG_MD_19960706_110202",1996,7,6,6,-36.6,22.22,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19960706_110205",1996,7,6,7,-36.6,21.11,-74.6666666666667,38.0833333333333,2
"large","AG_MD_19960706_110205",1996,7,6,7,-36.6,21.11,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19960707_110601",1996,7,7,4,-25.9,22.22,-74.6666666666667,38.0833333333333,0
"large","AG_MD_19960707_110601",1996,7,7,4,-25.9,22.22,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19960707_110602",1996,7,7,6,-26.2,21.11,-74.6666666666667,38.0833333333333,1
"large","AG_MD_19960707_110602",1996,7,7,6,-26.2,21.11,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19960718_210101",1996,7,18,4,-25.6,23.33,-74.8333333333333,38.9166666666667,5
"large","AG_MD_19960718_210101",1996,7,18,4,-25.6,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960718_210102",1996,7,18,4,-25.6,23.33,-74.8333333333333,38.9166666666667,2
"large","AG_MD_19960718_210102",1996,7,18,4,-25.6,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960718_210103",1996,7,18,5,-26.2,23.33,-74.8333333333333,38.9166666666667,8
"large","AG_MD_19960718_210103",1996,7,18,5,-26.2,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960718_210104",1996,7,18,6,-38.1,21.11,-74.6666666666667,38.0833333333333,5
"large","AG_MD_19960718_210104",1996,7,18,6,-38.1,21.11,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19960718_210105",1996,7,18,6,-38.1,21.11,-74.6666666666667,38.0833333333333,1
"large","AG_MD_19960718_210105",1996,7,18,6,-38.1,21.11,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19960718_210106",1996,7,18,6,-26.2,23.33,-74.8333333333333,38.9166666666667,2
"large","AG_MD_19960718_210106",1996,7,18,6,-26.2,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960718_210107",1996,7,18,7,-26.2,23.33,-74.8333333333333,38.9166666666667,4
"large","AG_MD_19960718_210107",1996,7,18,7,-26.2,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960718_210109",1996,7,18,8,-26.2,23.33,-74.8333333333333,38.9166666666667,2
"large","AG_MD_19960718_210109",1996,7,18,8,-26.2,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960718_210110",1996,7,18,8,-26.2,23.33,-74.8333333333333,38.9166666666667,1
"large","AG_MD_19960718_210110",1996,7,18,8,-26.2,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960721_110801",1996,7,21,4,-26.2,22.22,-74.8333333333333,38.9166666666667,2
"large","AG_MD_19960721_110801",1996,7,21,4,-26.2,22.22,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960721_110802",1996,7,21,5,-37.2,21.67,-74.25,38.0833333333333,4
"large","AG_MD_19960721_110802",1996,7,21,5,-37.2,21.67,-74.25,38.0833333333333,0
"small","AG_MD_19960721_110804",1996,7,21,12,-26.2,22.22,-74.8333333333333,38.9166666666667,4
"large","AG_MD_19960721_110804",1996,7,21,12,-26.2,22.22,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960721_110805",1996,7,21,10,-26.2,22.22,-74.9333333333333,38.9166666666667,7
"large","AG_MD_19960721_110805",1996,7,21,10,-26.2,22.22,-74.9333333333333,38.9166666666667,0
"small","AG_MD_19960721_110806",1996,7,21,8,-26.2,22.22,-74.8333333333333,38.9166666666667,3
"large","AG_MD_19960721_110806",1996,7,21,8,-26.2,22.22,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960721_110807",1996,7,21,6,-26.2,22.22,-74.8333333333333,38.9166666666667,2
"large","AG_MD_19960721_110807",1996,7,21,6,-26.2,22.22,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960721_110808",1996,7,21,7,NA,NA,-74.9166666666667,38.8333333333333,5
"large","AG_MD_19960721_110808",1996,7,21,7,NA,NA,-74.9166666666667,38.8333333333333,0
"small","AG_MD_19960727_110604",1996,7,27,9,-26.2,22.22,-74.8333333333333,38.9166666666667,5
"large","AG_MD_19960727_110604",1996,7,27,9,-26.2,22.22,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19960727_110607",1996,7,27,10,-45.7,NA,-74.75,38.0833333333333,1
"large","AG_MD_19960727_110607",1996,7,27,10,-45.7,NA,-74.75,38.0833333333333,0
"small","AG_MD_19960727_110609",1996,7,27,12,-26.2,23.33,-74.8333333333333,38.9166666666667,3
"large","AG_MD_19960727_110609",1996,7,27,12,-26.2,23.33,-74.8333333333333,38.9166666666667,0
"small","AG_MD_19990703_110501",1999,7,3,5,-18.3,NA,-74.6666666666667,38.0833333333333,1
"large","AG_MD_19990703_110501",1999,7,3,5,-18.3,NA,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19990703_110502",1999,7,3,7,-36.6,21.67,-74.1666666666667,38.0833333333333,3
"large","AG_MD_19990703_110502",1999,7,3,7,-36.6,21.67,-74.1666666666667,38.0833333333333,0
"small","AG_MD_19990703_110503",1999,7,3,6,-30.5,22.22,-74.6666666666667,38.0833333333333,2
"large","AG_MD_19990703_110503",1999,7,3,6,-30.5,22.22,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19990703_110506",1999,7,3,7,-182.9,21.67,-74,37.75,1
"large","AG_MD_19990703_110506",1999,7,3,7,-182.9,21.67,-74,37.75,0
"small","AG_MD_19990704_110701",1999,7,4,7,-21.3,20.56,-74.6666666666667,38.0833333333333,1
"large","AG_MD_19990704_110701",1999,7,4,7,-21.3,20.56,-74.6666666666667,38.0833333333333,0
"small","AG_MD_19990704_110705",1999,7,4,7,-42.7,21.67,-74.0833333333333,38.0833333333333,2
"large","AG_MD_19990704_110705",1999,7,4,7,-42.7,21.67,-74.0833333333333,38.0833333333333,0
"small","AG_MD_19990704_110708",1999,7,4,8,-228.6,23.33,-74.9166666666667,37.6666666666667,2
"large","AG_MD_19990704_110708",1999,7,4,8,-228.6,23.33,-74.9166666666667,37.6666666666667,0
"small","AG_MD_19990704_110709",1999,7,4,8,-36.6,21.67,-74,37.75,8
"large","AG_MD_19990704_110709",1999,7,4,8,-36.6,21.67,-74,37.75,0
"small","AG_MD_19990718_110601",1999,7,18,6,-30.5,23.33,-74.9166666666667,37.6666666666667,3
"large","AG_MD_19990718_110601",1999,7,18,6,-30.5,23.33,-74.9166666666667,37.6666666666667,0
"small","AG_VA_19930622_212601",1993,6,22,4,-8.5,NA,-75.0833333333333,37.4166666666667,1
"large","AG_VA_19930622_212601",1993,6,22,4,-8.5,NA,-75.0833333333333,37.4166666666667,0
"small","AG_VA_19930717_110304",1993,7,17,8,-24.4,NA,-74.5833333333333,37.0833333333333,1
"large","AG_VA_19930717_110304",1993,7,17,8,-24.4,NA,-74.5833333333333,37.0833333333333,0
"small","AG_VA_19930808_110201",1993,8,8,8,-36.6,NA,-74.5833333333333,37.0833333333333,1
"large","AG_VA_19930808_110201",1993,8,8,8,-36.6,NA,-74.5833333333333,37.0833333333333,0
"small","AG_VA_19980620_110702",1998,6,20,8,-36.6,23.33,-74.8333333333333,36.5,4
"large","AG_VA_19980620_110702",1998,6,20,8,-36.6,23.33,-74.8333333333333,36.5,0
"small","AG_VA_19980621_110501",1998,6,21,7,-36.6,21.11,-75.5,36.4166666666667,26
"large","AG_VA_19980621_110501",1998,6,21,7,-36.6,21.11,-75.5,36.4166666666667,0
"small","AG_VA_19980622_210101",1998,6,22,5,-18.3,21.67,-75.1666666666667,37.25,1
"large","AG_VA_19980622_210101",1998,6,22,5,-18.3,21.67,-75.1666666666667,37.25,0
"small","AG_VA_19980626_110401",1998,6,26,7,-18.3,26.11,-75.1666666666667,37.25,3
"large","AG_VA_19980626_110401",1998,6,26,7,-18.3,26.11,-75.1666666666667,37.25,0
"small","AG_VA_19980626_110402",1998,6,26,6,-21.3,22.22,-75.1666666666667,37.25,2
"large","AG_VA_19980626_110402",1998,6,26,6,-21.3,22.22,-75.1666666666667,37.25,0
"small","AG_VA_19980626_110403",1998,6,26,10,-19.8,NA,-75.1666666666667,37.25,4
"large","AG_VA_19980626_110403",1998,6,26,10,-19.8,NA,-75.1666666666667,37.25,0
"small","AG_VA_19980626_110404",1998,6,26,8,-36.6,25.56,-75.5,36.5833333333333,28
"large","AG_VA_19980626_110404",1998,6,26,8,-36.6,25.56,-75.5,36.5833333333333,0
"small","AG_VA_19980626_110405",1998,6,26,6,-42.7,24.44,-75.5,36.5833333333333,1
"large","AG_VA_19980626_110405",1998,6,26,6,-42.7,24.44,-75.5,36.5833333333333,0
"small","AG_VA_19980626_110406",1998,6,26,9,-24.4,NA,-75.1666666666667,37.25,2
"large","AG_VA_19980626_110406",1998,6,26,9,-24.4,NA,-75.1666666666667,37.25,0
"small","AG_VA_19980713_410301",1998,7,13,4,-36.6,23.89,-74.75,37.4166666666667,6
"large","AG_VA_19980713_410301",1998,7,13,4,-36.6,23.89,-74.75,37.4166666666667,0
"small","AG_VA_19980726_310301",1998,7,26,4,-39.6,27.22,-74.75,37.4166666666667,2
"large","AG_VA_19980726_310301",1998,7,26,4,-39.6,27.22,-74.75,37.4166666666667,0
"small","AG_VA_19980806_210601",1998,8,6,5,-24.4,23.33,-75.1666666666667,37,1
"large","AG_VA_19980806_210601",1998,8,6,5,-24.4,23.33,-75.1666666666667,37,0
"small","AG_VA_19990706_210401",1999,7,6,8,-26.8,23.33,-75.5,36.5833333333333,4
"large","AG_VA_19990706_210401",1999,7,6,8,-26.8,23.33,-75.5,36.5833333333333,0
"small","AG_VA_19990706_210402",1999,7,6,6,-39.6,24.44,-74.9166666666667,37.6666666666667,2
"large","AG_VA_19990706_210402",1999,7,6,6,-39.6,24.44,-74.9166666666667,37.6666666666667,0
"small","AG_VA_19990709_110701",1999,7,9,7,-21.3,23.33,-75.1666666666667,37.25,2
"large","AG_VA_19990709_110701",1999,7,9,7,-21.3,23.33,-75.1666666666667,37.25,0
"small","AG_VA_19990709_110703",1999,7,9,6,-182.9,24.44,-74.75,37.4166666666667,6
"large","AG_VA_19990709_110703",1999,7,9,6,-182.9,24.44,-74.75,37.4166666666667,0
"small","AG_VA_19990710_110901",1999,7,10,5,-25.9,NA,-74.9166666666667,37.6666666666667,2
"large","AG_VA_19990710_110901",1999,7,10,5,-25.9,NA,-74.9166666666667,37.6666666666667,0
"small","AG_VA_19990710_110902",1999,7,10,6,-27.4,23.89,-74.9166666666667,37.6666666666667,2
"large","AG_VA_19990710_110902",1999,7,10,6,-27.4,23.89,-74.9166666666667,37.6666666666667,0
"small","AG_VA_19990710_110903",1999,7,10,6,-25,23.33,-74.9166666666667,37.6666666666667,4
"large","AG_VA_19990710_110903",1999,7,10,6,-25,23.33,-74.9166666666667,37.6666666666667,0
"small","AG_VA_19990716_110201",1999,7,16,5,-26.8,22.22,-75.5,36.5833333333333,1
"large","AG_VA_19990716_110201",1999,7,16,5,-26.8,22.22,-75.5,36.5833333333333,0
"small","AG_VA_19990716_110202",1999,7,16,11,-54.9,22.22,-74.75,37.4166666666667,3
"large","AG_VA_19990716_110202",1999,7,16,11,-54.9,22.22,-74.75,37.4166666666667,0
"small","AG_VA_19990716_110203",1999,7,16,4,-32.9,23.33,-75.5,36.5833333333333,1
"large","AG_VA_19990716_110203",1999,7,16,4,-32.9,23.33,-75.5,36.5833333333333,0
"small","AG_VA_19990716_110205",1999,7,16,6,-27.4,22.78,-75.5,36.5833333333333,3
"large","AG_VA_19990716_110205",1999,7,16,6,-27.4,22.78,-75.5,36.5833333333333,0
"small","AG_VA_19990716_110206",1999,7,16,6,-27.1,23.33,-75.5,36.5833333333333,2
"large","AG_VA_19990716_110206",1999,7,16,6,-27.1,23.33,-75.5,36.5833333333333,0
"small","AG_VA_19990717_110401",1999,7,17,6,-25.6,26.11,-75.5,36.5833333333333,1
"large","AG_VA_19990717_110401",1999,7,17,6,-25.6,26.11,-75.5,36.5833333333333,0
"small","AG_VA_19990725_111102",1999,7,25,5,-26.8,25,-74.9166666666667,37.6666666666667,1
"large","AG_VA_19990725_111102",1999,7,25,5,-26.8,25,-74.9166666666667,37.6666666666667,0
"small","AG_VA_19990726_210201",1999,7,26,6,-27.4,25,-75.5,36.5833333333333,1
"large","AG_VA_19990726_210201",1999,7,26,6,-27.4,25,-75.5,36.5833333333333,0
"small","AH_MD_19960615_110508",1996,6,15,8,-36.6,21.67,-74.2833333333333,38.1,1
"large","AH_MD_19960615_110508",1996,6,15,8,-36.6,21.67,-74.2833333333333,38.1,0
"small","AH_MD_19960622_110703",1996,6,22,7,-30.5,23.89,-74.6166666666667,38.2,3
"large","AH_MD_19960622_110703",1996,6,22,7,-30.5,23.89,-74.6166666666667,38.2,0
"small","AH_MD_19960622_110704",1996,6,22,8,-36.6,23.33,-74.6166666666667,38.2,2
"large","AH_MD_19960622_110704",1996,6,22,8,-36.6,23.33,-74.6166666666667,38.2,0
"small","AH_MD_19960706_110501",1996,7,6,10,-30.5,21.11,-74.75,38.0833333333333,1
"large","AH_MD_19960706_110501",1996,7,6,10,-30.5,21.11,-74.75,38.0833333333333,0
"small","AH_MD_19960721_110102",1996,7,21,3,-21.9,23.33,-74.8833333333333,37.6833333333333,10
"large","AH_MD_19960721_110102",1996,7,21,3,-21.9,23.33,-74.8833333333333,37.6833333333333,0
"small","AH_MD_19960721_110103",1996,7,21,8,-28,22.22,-74.8833333333333,37.6833333333333,16
"large","AH_MD_19960721_110103",1996,7,21,8,-28,22.22,-74.8833333333333,37.6833333333333,0
"small","AH_MD_19960721_110104",1996,7,21,7,-26.8,21.11,-74.8833333333333,37.6833333333333,6
"large","AH_MD_19960721_110104",1996,7,21,7,-26.8,21.11,-74.8833333333333,37.6833333333333,0
"small","AH_MD_19960721_110105",1996,7,21,6,-36.6,NA,-74.2833333333333,38,0
"large","AH_MD_19960721_110105",1996,7,21,6,-36.6,NA,-74.2833333333333,38,0
"small","AH_MD_19960721_110107",1996,7,21,5,-25.9,24.44,-74.8833333333333,37.6833333333333,2
"large","AH_MD_19960721_110107",1996,7,21,5,-25.9,24.44,-74.8833333333333,37.6833333333333,0
"small","AH_MD_19960727_110501",1996,7,27,6,-26.8,25,-74.8833333333333,37.6833333333333,2
"large","AH_MD_19960727_110501",1996,7,27,6,-26.8,25,-74.8833333333333,37.6833333333333,0
"small","AH_MD_19960727_110502",1996,7,27,8,-26.5,25,-74.8833333333333,37.7333333333333,2
"large","AH_MD_19960727_110502",1996,7,27,8,-26.5,25,-74.8833333333333,37.7333333333333,0
